"Str1","Str2","freq"
"can","trust",2
"can","want",2
"can","work",2
"can’t","believ",2
"can’t","find",2
"can’t","get",2
"can’t","just",2
"can’t","see",2
"can’t","tell",2
"can’t","think",2
"canadian","studi",2
"candid","mitt",2
"candid","night",2
"cant","beat",2
"cant","get",2
"cant","go",2
"cant","move",2
"cant","post",2
"cant","say",2
"cant","see",2
"cant","stop",2
"cant","take",2
"cant","win",2
"cape","may",2
"capit","citi",2
"capit","ratio",2
"car","im",2
"car","lot",2
"car","tow",2
"car","wash",2
"caramel","onion",2
"card","color",2
"card","one",2
"card","purchas",2
"card","use",2
"cardio","machin",2
"care","can",2
"care","drop",2
"care","much",2
"care","overhaul",2
"care","patient",2
"care","plan",2
"care","want",2
"care","your",2
"career","end",2
"career","high",2
"career","path",2
"career","politician",2
"career","start",2
"carri","conceal",2
"carriag","ride",2
"case","israel",2
"case","least",2
"case","may",2
"case","medic",2
"case","proceed",2
"case","report",2
"cash","assist",2
"cash","hoard",2
"cassel","jr",2
"cast","ballot",2
"cast","vote",2
"cat","dog",2
"cat’","cradl",2
"catch","us",2
"cathol","church",2
"caus","death",2
"caus","just",2
"caus","mani",2
"caus","problem",2
"cc","attribut",2
"celebr","th",2
"celeri","onion",2
"cent","per",2
"center","annual",2
"center","fielder",2
"center","one",2
"center","univers",2
"centuri","ago",2
"ceo","high",2
"certain","content",2
"certain","didnt",2
"certain","encourag",2
"certain","someth",2
"certain","thing",2
"certain","want",2
"challeng","face",2
"challeng","former",2
"challeng","time",2
"challeng","us",2
"challeng","use",2
"chanc","catch",2
"chanc","get",2
"chanc","hit",2
"chanc","play",2
"chanc","read",2
"chandler","jone",2
"chang","“",2
"chang","attitud",2
"chang","content",2
"chang","creat",2
"chang","growth",2
"chang","late",2
"chang","like",2
"chang","lot",2
"chang","made",2
"chang","major",2
"chang","mind",2
"chang","one",2
"chang","relationship",2
"chang","remov",2
"chang","still",2
"chang","world",2
"chapter","see",2
"charact","color",2
"charact","develop",2
"charact","get",2
"charact","stori",2
"charg","later",2
"charter","school",2
"chat","hope",2
"check","book",2
"check","box",2
"check","email",2
"cheer","fan",2
"chicago","area",2
"chicago","base",2
"chicken","stock",2
"child","adult",2
"child","futur",2
"child","life",2
"child","one",2
"child","play",2
"children","becom",2
"children","car",2
"children","grow",2
"children","hospit",2
"children","play",2
"children","still",2
"children","work",2
"chili","sauc",2
"china","india",2
"chocol","chip",2
"chocol","indulg",2
"chocol","one",2
"chocol","peanut",2
"choke","point",2
"choos","go",2
"choos","take",2
"christma","wait",2
"chunn","said",2
"cinco","de",2
"cinnamon","stick",2
"circular","object",2
"citi","eventu",2
"citi","kid",2
"citi","know",2
"citi","last",2
"citi","medic",2
"citi","mls",2
"citi","own",2
"citi","parent",2
"citi","park",2
"citi","take",2
"citi","use",2
"citi","yesterday",2
"citizen","kane",2
"class","graduat",2
"class","play",2
"class","semest",2
"class","state",2
"clean","energi",2
"clear","cut",2
"clear","line",2
"clear","show",2
"cleveland","area",2
"cleveland","got",2
"cleveland","new",2
"client","claim",2
"client","use",2
"clinch","first",2
"clinic","hospit",2
"close","can’t",2
"close","proxim",2
"close","time",2
"close","view",2
"cloth","use",2
"co","host",2
"coach","john",2
"coach","player",2
"coach","rick",2
"coach","wade",2
"coca","cola",2
"cocktail","year",2
"coffe","roaster",2
"cold","one",2
"cold","raini",2
"cold","shower",2
"cole","museum",2
"colin","powel",2
"collaps","b",2
"collaps","floor",2
"collect","post",2
"collect","work",2
"colleg","basketbal",2
"colleg","career",2
"colleg","class",2
"colleg","credit",2
"colleg","footbal",2
"colleg","level",2
"color","color",2
"colorado","worker",2
"colour","promark",2
"columbia","univers",2
"come","’s",2
"come","amazon",2
"come","april",2
"come","continu",2
"come","d",2
"come","end",2
"come","fruition",2
"come","get",2
"come","go",2
"come","heel",2
"come","idea",2
"come","know",2
"come","life",2
"come","littl",2
"come","look",2
"come","meet",2
"come","mind",2
"come","month",2
"come","organ",2
"come","practic",2
"come","run",2
"come","today",2
"come","true",2
"come","two",2
"come","visit",2
"come","wonder",2
"comic","book",2
"comment","found",2
"comment","friday",2
"comment","mean",2
"commerc","direct",2
"commit","unit",2
"committe","member",2
"common","peopl",2
"commonwealth","act",2
"communic","manag",2
"communiti","colleg",2
"communiti","continu",2
"communiti","recreat",2
"communiti","servic",2
"communiti","support",2
"communiti","young",2
"compani","can",2
"compani","employ",2
"compani","get",2
"compani","issu",2
"compani","need",2
"compani","now",2
"compani","plan",2
"compani","whose",2
"compani","year",2
"complain","citi",2
"complet","cover",2
"complet","date",2
"complet","last",2
"complet","one",2
"complet","success",2
"comput","scienc",2
"conceal","weapon",2
"concern","issu",2
"confer","call",2
"confer","center",2
"confer","schedul",2
"confid","market",2
"conflict","interest",2
"connect","servic",2
"conserv","award",2
"consid","import",2
"consid","just",2
"constitut","matter",2
"construct","manag",2
"construct","new",2
"consult","compani",2
"consult","firm",2
"consum","financi",2
"consum","make",2
"contact","us",2
"contemporari","art",2
"content","“strong",2
"content","appear",2
"content","provid",2
"continu","–",2
"continu","grow",2
"continu","rise",2
"continu","see",2
"contract","citi",2
"contract","fact",2
"contract","mobil",2
"contract","talk",2
"contribut","stori",2
"contribut","total",2
"convent","way",2
"convict","two",2
"convinc","other",2
"cook","clam",2
"cook","turkey",2
"cook","us",2
"cooki","sheet",2
"cool","“",2
"cool","enough",2
"cool","night",2
"cool","slight",2
"corner","area",2
"corpor","well",2
"cosmet","product",2
"cost","billion",2
"cost","effect",2
"cost","million",2
"cost","state",2
"cost","toll",2
"cost","year",2
"couldn’t","believ",2
"couldnt","ask",2
"couldnt","decid",2
"council","approv",2
"count","briberi",2
"count","one",2
"count","team",2
"counti","boy",2
"counti","circuit",2
"counti","colleg",2
"counti","council",2
"counti","court",2
"counti","jail",2
"counti","prosecutor",2
"counti","state",2
"countri","can",2
"countri","music",2
"coupl","can",2
"coupl","differ",2
"coupl","hour",2
"coupl","thing",2
"cours","need",2
"cours","tell",2
"cours","that",2
"court","appeal",2
"court","comment",2
"court","file",2
"court","justic",2
"court","law",2
"court","women",2
"cover","beat",2
"cover","issu",2
"cover","lot",2
"cover","one",2
"cover","wide",2
"craft","beer",2
"craft","want",2
"crazi","here",2
"crazi","life",2
"creat","feel",2
"creat","great",2
"creat","love",2
"creat","posit",2
"creativ","juic",2
"crime","prevent",2
"crimin","justic",2
"crimin","respons",2
"criss","cross",2
"critic","condit",2
"critic","ill",2
"cross","countri",2
"cross","line",2
"cross","mind",2
"crown","back",2
"cruciat","ligament",2
"cruis","across",2
"cruis","around",2
"crystal","clear",2
"cuba","african",2
"cuban","puppet",2
"cultur","histor",2
"cumberland","counti",2
"cup","final",2
"cup","low",2
"current","serv",2
"custom","alway",2
"custom","away",2
"cut","blade",2
"cut","edg",2
"cut","made",2
"cut","short",2
"cut","teeth",2
"cut","us",2
"cut","use",2
"d","chicago",2
"d","now",2
"d","thank",2
"d","that",2
"dad","got",2
"dad","went",2
"daddi","rest",2
"daili","good",2
"daili","routin",2
"daili","special",2
"dairi","product",2
"dalai","lama",2
"dalla","cowboy",2
"damon","emili",2
"danger","world",2
"dark","rye",2
"data","releas",2
"data","show",2
"date","back",2
"date","go",2
"david","townson",2
"dawn","time",2
"dawson","—",2
"day","’re",2
"day","away",2
"day","big",2
"day","certain",2
"day","come",2
"day","competit",2
"day","cool",2
"day","doesnt",2
"day","end",2
"day","even",2
"day","famili",2
"day","feel",2
"day","good",2
"day","hope",2
"day","hour",2
"day","im",2
"day","john",2
"day","know",2
"day","later",2
"day","learn",2
"day","life",2
"day","littl",2
"day","long",2
"day","look",2
"day","luck",2
"day","made",2
"day","much",2
"day","night",2
"day","now",2
"day","octob",2
"day","old",2
"day","parti",2
"day","primari",2
"day","question",2
"day","quit",2
"day","read",2
"day","realli",2
"day","rest",2
"day","rt",2
"day","run",2
"day","saw",2
"day","soon",2
"day","spend",2
"day","take",2
"day","team",2
"day","tri",2
"day","wash",2
"day","weekend",2
"day","went",2
"day","wonder",2
"daycarepreschool","morn",2
"dc","brau",2
"deal","jennif",2
"deal","us",2
"dean","martin",2
"dear","friend",2
"death","end",2
"death","last",2
"death","penalti",2
"debit","card",2
"debut","album",2
"decad","later",2
"decemb","month",2
"decid","add",2
"decid","call",2
"decid","id",2
"decid","make",2
"decid","see",2
"decid","tri",2
"decid","work",2
"decis","base",2
"decis","can",2
"decis","make",2
"decis","move",2
"decis","right",2
"deep","insid",2
"deer","valley",2
"defens","back",2
"defens","coordin",2
"definit","find",2
"definit","good",2
"definit","need",2
"definit","want",2
"degre","angl",2
"deleg","legisl",2
"delight","stay",2
"deliv","pain",2
"demand","money",2
"democrat","parti",2
"deni","access",2
"denis","austin",2
"denni","erickson",2
"denver","colorado",2
"depart","administr",2
"depart","correct",2
"depart","defens",2
"depart","educ",2
"depart","health",2
"depart","must",2
"depart","public",2
"depend","upon",2
"depend","whether",2
"depress","music",2
"dept","take",2
"deserv","die",2
"design","cut",2
"design","develop",2
"design","help",2
"design","includ",2
"design","member",2
"design","provid",2
"design","team",2
"design","work",2
"desper","need",2
"despit","record",2
"dessert","red",2
"detail","follow",2
"detail","plan",2
"determin","see",2
"develop","enhanc",2
"develop","plan",2
"develop","process",2
"develop","project",2
"develop","team",2
"develop","work",2
"didn’t","even",2
"didn’t","know",2
"didn’t","run",2
"didn’t","see",2
"didn’t","seem",2
"didnt","ask",2
"didnt","happen",2
"didnt","hear",2
"didnt","mean",2
"didnt","mention",2
"didnt","mind",2
"didnt","much",2
"didnt","need",2
"didnt","see",2
"die","bodi",2
"die","last",2
"die”","edward",2
"diego","zoo",2
"differ","flavor",2
"differ","level",2
"differ","one",2
"differ","style",2
"difficult","behaviour",2
"difficult","question",2
"difficult","real",2
"difficult","time",2
"digit","delight",2
"digit","win",2
"dine","establish",2
"dinner","adventur",2
"dinner","parti",2
"dinner","tonight",2
"direct","anoth",2
"direct","even",2
"direct","link",2
"direct","toward",2
"disabl","peopl",2
"disc","jockey",2
"discard","skin",2
"discuss","come",2
"dismiss","man",2
"disney","world",2
"distant","field",2
"distract","work",2
"district","close",2
"district","dnainfo",2
"district","said",2
"docbook","project",2
"doctor","get",2
"doctor","told",2
"doctor","wed",2
"doesn’t","get",2
"doesn’t","look",2
"doesn’t","matter",2
"doesn’t","provid",2
"doesn’t","seem",2
"doesnt","get",2
"doesnt","look",2
"dog","cat",2
"dome","trail",2
"don’t","believ",2
"don’t","expect",2
"don’t","forget",2
"don’t","just",2
"don’t","realiz",2
"don’t","understand",2
"don’t","work",2
"don<U+0092>t","get",2
"doña","aminta",2
"donat","money",2
"done","sinc",2
"done","that",2
"done","want",2
"dont","alway",2
"dont","believ",2
"dont","call",2
"dont","die",2
"dont","favorit",2
"dont","follow",2
"dont","go",2
"dont","hve",2
"dont","live",2
"dont","love",2
"dont","make",2
"dont","mean",2
"dont","mind",2
"dont","much",2
"dont","photo",2
"dont","play",2
"dont","read",2
"dont","realiz",2
"dont","sit",2
"dont","stop",2
"dont","talk",2
"dont","time",2
"dont","work",2
"doom","start",2
"door","children",2
"door","say",2
"doubl","center",2
"doubl","dark",2
"doubl","digit",2
"doubl","duti",2
"doubl","team",2
"doubt","anyon",2
"dough","can",2
"dough","made",2
"download","link",2
"downtown","portland",2
"dq","zone",2
"draft","pick",2
"draw","attent",2
"draw","someth",2
"dream","act",2
"dream","alway",2
"dream","come",2
"dream","get",2
"drink","love",2
"drink","snack",2
"drive","car",2
"drive","time",2
"driver","can",2
"drizzl","portion",2
"drop","blood",2
"drop","everyth",2
"drop","one",2
"drug","use",2
"duan","wile",2
"due","dilig",2
"due","time",2
"dust","yard",2
"e","check",2
"e","commerc",2
"earli","april",2
"earli","bird",2
"earli","childhood",2
"earli","third",2
"earli","vote",2
"earli","wednesday",2
"earli","work",2
"earlier","day",2
"earlier","week",2
"earn","advertis",2
"earth","day",2
"easi","’s",2
"easi","get",2
"easi","make",2
"easi","use",2
"easiest","way",2
"eat","fart",2
"eat","food",2
"eat","fruit",2
"eat","ice",2
"eat","time",2
"eateri","main",2
"econom","activ",2
"econom","advis",2
"econom","disadvantag",2
"economi","grow",2
"edg","rather",2
"edit","month",2
"educ","kid",2
"educ","offici",2
"educ","polici",2
"edward","iv",2
"edward","kennedi",2
"effici","way",2
"effort","improv",2
"egg","laid",2
"either","side",2
"eldest","daughter",2
"elect","year",2
"electron","communic",2
"elev","proxim",2
"emboss","powder",2
"emerg","vehicl",2
"emili","blunt",2
"emin","domain",2
"emot","turbul",2
"employ","ad",2
"employ","law",2
"empow","peopl",2
"end","career",2
"end","game",2
"end","go",2
"end","help",2
"end","last",2
"end","may",2
"end","meet",2
"end","month",2
"end","need",2
"end","now",2
"end","realli",2
"end","say",2
"end","time",2
"end","way",2
"end","world",2
"endless","irrit",2
"english","languag",2
"english","second",2
"enhanc","technolog",2
"enjoy","week",2
"enough","cell",2
"enough","cover",2
"enough","day",2
"enough","get",2
"enough","handl",2
"enough","keep",2
"enough","lower",2
"enough","make",2
"enough","put",2
"enough","tri",2
"enough","want",2
"enter","win",2
"entir","famili",2
"entir","film",2
"entir","world",2
"environ","now",2
"equal","part",2
"equiti","firm",2
"equiti","issu",2
"eric","william",2
"especi","earli",2
"especi","eye",2
"especi","poignant",2
"especi","see",2
"espn","virginia",2
"essex","counti",2
"estat","busi",2
"estim","complet",2
"estim","work",2
"et","al",2
"etc","etc",2
"etch","sketch",2
"ethnic","background",2
"etsi","shop",2
"eu","associ",2
"eu","content",2
"euro","everi",2
"euro","zone",2
"even","best",2
"even","brought",2
"even","citi",2
"even","get",2
"even","larger",2
"even","less",2
"even","littl",2
"even","look",2
"even","never",2
"even","pictur",2
"even","remot",2
"even","see",2
"even","seen",2
"even","slightest",2
"even","suggest",2
"even","tell",2
"even","theyr",2
"even","wors",2
"event","—",2
"event","also",2
"event","go",2
"event","planner",2
"event","pm",2
"eventu","get",2
"ever","expand",2
"ever","got",2
"ever","happen",2
"ever","heard",2
"ever","im",2
"ever","know",2
"ever","make",2
"ever","need",2
"ever","read",2
"ever","thought",2
"ever","want",2
"everi","dollar",2
"everi","month",2
"everi","morn",2
"everi","now",2
"everi","roma",2
"everi","sunday",2
"everi","turn",2
"everi","two",2
"everyon","came",2
"everyon","get",2
"everyon","give",2
"everyon","love",2
"everyon","say",2
"everyon","talk",2
"everyon","understand",2
"everyon","want",2
"everyth","els",2
"everyth","go",2
"everyth","hannah",2
"everyth","readi",2
"everyth","togeth",2
"everyth","want",2
"exchang","energi",2
"excit","ride",2
"excit","see",2
"excit","time",2
"exhibit","open",2
"exist","even",2
"exit","ramp",2
"expand","new",2
"expect","begin",2
"expect","find",2
"expect","get",2
"expect","see",2
"expect","serv",2
"expir","end",2
"explain","risk",2
"express","interest",2
"express","script",2
"extra","day",2
"extra","egg",2
"extra","entri",2
"extra","hour",2
"extra","inning",2
"extra","pay",2
"extra","thing",2
"extra","time",2
"extrem","high",2
"eye","’s",2
"eye","im",2
"eye","immedi",2
"eye","like",2
"face","challeng",2
"face","charg",2
"face","dont",2
"face","face",2
"face","fact",2
"face","like",2
"face","much",2
"face","now",2
"face","one",2
"face","year",2
"fact","can",2
"fact","get",2
"fad","diet",2
"fade","away",2
"fade","black",2
"fail","provid",2
"fair","free",2
"fall","love",2
"fall","new",2
"fall","short",2
"fall","within",2
"fals","accus",2
"fals","mislead",2
"famili","call",2
"famili","farm",2
"famili","find",2
"famili","includ",2
"famili","invit",2
"famili","know",2
"famili","live",2
"famili","servic",2
"famili","three",2
"famili","watch",2
"famous","line",2
"fan","fan",2
"fan","last",2
"fan","mani",2
"fantasi","basebal",2
"far","can",2
"far","cri",2
"far","mani",2
"far","peopl",2
"far","work",2
"far","year",2
"farm","tabl",2
"fart","sleep",2
"fashion","week",2
"fast","can",2
"fast","food",2
"fast","forward",2
"fast","furious",2
"fast","pace",2
"fast","track",2
"fasten","seatbelt",2
"fat","g",2
"fat","milk",2
"fatal","stab",2
"father","law",2
"favorit","athlet",2
"favorit","part",2
"feder","grant",2
"feder","investig",2
"feder","judg",2
"feder","money",2
"fee","advertis",2
"feel","even",2
"feel","guilt",2
"feel","home",2
"feel","just",2
"feel","lot",2
"feel","love",2
"feel","quit",2
"feel","that",2
"feel","tire",2
"feel","way",2
"feet","away",2
"feet","high",2
"felt","differ",2
"felt","realli",2
"felt","way",2
"femal","charact",2
"festiv","last",2
"festiv","now",2
"fiction","version",2
"fidel","castro",2
"field","day",2
"field","experi",2
"field","goal",2
"fifth","grade",2
"fifth","win",2
"fight","go",2
"fight","loki’",2
"fight","peopl",2
"fight","us",2
"figur","avail",2
"figur","go",2
"figur","play",2
"file","divorc",2
"file","petit",2
"file","system",2
"fill","polic",2
"film","familiar",2
"film","part",2
"film","scene",2
"film","seri",2
"final","day",2
"final","decis",2
"final","final",2
"final","get",2
"final","meet",2
"final","realiz",2
"final","regular",2
"final","say",2
"final","two",2
"final","week",2
"final","work",2
"financi","crisi",2
"financi","health",2
"financi","liabil",2
"financi","loss",2
"financi","protect",2
"financi","year",2
"find","actual",2
"find","anyth",2
"find","cheap",2
"find","kind",2
"find","perfect",2
"find","product",2
"find","someon",2
"find","time",2
"fine","chop",2
"fine","fine",2
"finish","game",2
"finish","rd",2
"finish","second",2
"finish","third",2
"finish","tonight",2
"finish","year",2
"fire","chief",2
"fire","three",2
"first","amend",2
"first","base",2
"first","book",2
"first","clue",2
"first","gave",2
"first","layer",2
"first","obvious",2
"first","part",2
"first","peopl",2
"first","person",2
"first","prize",2
"first","put",2
"first","report",2
"first","restaur",2
"first","runner",2
"first","saw",2
"first","second",2
"first","sip",2
"first","thing",2
"first","told",2
"first","visit",2
"first","want",2
"first","week",2
"fiscal","conserv",2
"fiscal","offic",2
"five","game",2
"five","other",2
"five","time",2
"flavor","aroma",2
"flavor","one",2
"flora","come",2
"florida","primari",2
"florida","state",2
"florida","texa",2
"flower","food",2
"fml","fml",2
"focal","point",2
"focus","music",2
"follow","around",2
"follow","articl",2
"follow","ask",2
"follow","great",2
"follow","ill",2
"follow","kid",2
"follow","know",2
"follow","leav",2
"follow","list",2
"follow","look",2
"follow","post",2
"follow","six",2
"follow","twitter",2
"follow","u",2
"follow","us",2
"follow","well",2
"follow","your",2
"foo","fighter",2
"food","beverag",2
"food","bowl",2
"food","fantast",2
"food","offer",2
"food","secur",2
"foot","pound",2
"footbal","field",2
"footbal","game",2
"footbal","player",2
"forc","grow",2
"forc","make",2
"foreign","basebal",2
"forest","park",2
"formal","properti",2
"former","govern",2
"former","massachusett",2
"former","nfl",2
"former","presid",2
"forti","year",2
"forum","claus",2
"forward","’s",2
"forward","high",2
"found","dead",2
"found","group",2
"found","hard",2
"found","one",2
"found","photo",2
"found","place",2
"foundat","upon",2
"fountain","pen",2
"four","hour",2
"four","inch",2
"four","leg",2
"fourth","behind",2
"fourth","straight",2
"frank","lloyd",2
"franklin","madison",2
"franklin","township",2
"freak","awesom",2
"free","age",2
"free","amazon",2
"free","free",2
"free","ship",2
"free","show",2
"free","take",2
"free","world",2
"free","zone",2
"freezer","bag",2
"french","toast",2
"fresh","fruit",2
"fresh","perspect",2
"freshman","year",2
"friday","afternoon",2
"friday","get",2
"friday","morn",2
"friend","alway",2
"friend","build",2
"friend","go",2
"friend","hold",2
"friend","know",2
"friend","lost",2
"friend","love",2
"friend","relat",2
"friend","thank",2
"friend","tri",2
"friend","well",2
"friend","year",2
"front","cover",2
"front","face",2
"front","page",2
"front","row",2
"full","advantag",2
"full","day",2
"full","fat",2
"full","life",2
"full","time",2
"full","two",2
"fulli","awak",2
"fun","come",2
"fun","especi",2
"fun","just",2
"fun","last",2
"fun","make",2
"fun","night",2
"fun","one",2
"fun","plan",2
"fun","thing",2
"fund","im",2
"funni","stori",2
"futur","academ",2
"futur","tens",2
"game","averag",2
"game","changer",2
"game","chicago",2
"game","even",2
"game","first",2
"game","good",2
"game","great",2
"game","high",2
"game","just",2
"game","lol",2
"game","lose",2
"game","make",2
"game","monday",2
"game","nation",2
"game","need",2
"game","next",2
"game","one",2
"game","saturday",2
"game","season",2
"game","start",2
"game","team",2
"game","throne",2
"game","tie",2
"gas","ask",2
"gas","distribut",2
"gatorad","bucket",2
"gave","birth",2
"gave","thought",2
"gay","marriag",2
"gem","jewelri",2
"gender","gap",2
"general","counsel",2
"general","motor",2
"general’","offic",2
"genet","alter",2
"georgia","street",2
"gesicki","ashley",2
"get","anoth",2
"get","best",2
"get","big",2
"get","bike",2
"get","car",2
"get","close",2
"get","cold",2
"get","comfort",2
"get","crazi",2
"get","cut",2
"get","draft",2
"get","effect",2
"get","even",2
"get","everi",2
"get","everyon",2
"get","extra",2
"get","first",2
"get","frustrat",2
"get","give",2
"get","hand",2
"get","head",2
"get","high",2
"get","hold",2
"get","hot",2
"get","hour",2
"get","hous",2
"get","idea",2
"get","im",2
"get","inform",2
"get","involv",2
"get","jealous",2
"get","kind",2
"get","last",2
"get","latest",2
"get","laugh",2
"get","leg",2
"get","move",2
"get","opportun",2
"get","pictur",2
"get","play",2
"get","rais",2
"get","read",2
"get","repli",2
"get","rest",2
"get","result",2
"get","right",2
"get","roll",2
"get","school",2
"get","second",2
"get","sens",2
"get","serious",2
"get","shower",2
"get","special",2
"get","spend",2
"get","st",2
"get","star",2
"get","super",2
"get","think",2
"get","troubl",2
"get","u",2
"get","us",2
"get","vote",2
"get","water",2
"get","way",2
"get","wrong",2
"gift","certif",2
"gift","holiday",2
"gift","shop",2
"girl","come",2
"girl","dream",2
"girl","gone",2
"girl","play",2
"girl","thank",2
"give","birth",2
"give","cleveland",2
"give","detail",2
"give","everyon",2
"give","five",2
"give","free",2
"give","hope",2
"give","just",2
"give","million",2
"give","money",2
"give","one",2
"give","quick",2
"give","reader",2
"given","time",2
"given","us",2
"glad","im",2
"glad","meet",2
"glass","pumpkin",2
"global","warm",2
"go","”",2
"go","ahead",2
"go","allow",2
"go","anoth",2
"go","anywher",2
"go","backward",2
"go","becom",2
"go","bit",2
"go","can",2
"go","chang",2
"go","check",2
"go","crazi",2
"go","crimin",2
"go","daycarepreschool",2
"go","dont",2
"go","earli",2
"go","easi",2
"go","eat",2
"go","either",2
"go","end",2
"go","far",2
"go","fast",2
"go","feel",2
"go","give",2
"go","green",2
"go","happi",2
"go","hell",2
"go","keep",2
"go","labor",2
"go","littl",2
"go","long",2
"go","look",2
"go","move",2
"go","noth",2
"go","now",2
"go","outsid",2
"go","percent",2
"go","post",2
"go","right",2
"go","said",2
"go","sale",2
"go","sell",2
"go","show",2
"go","sinc",2
"go","soon",2
"go","stay",2
"go","still",2
"go","stop",2
"go","style",2
"go","togeth",2
"go","unnot",2
"go","use",2
"go","warm",2
"go","win",2
"goal","get",2
"goal","three",2
"goal","two",2
"goal","weight",2
"goat","chees",2
"god","begin",2
"god","jesus",2
"god","know",2
"god","prayer",2
"god","save",2
"god","seem",2
"god","support",2
"god","world",2
"god’","way",2
"goe","around",2
"goe","way",2
"gold","standard",2
"gone","realli",2
"gonna","call",2
"gonna","come",2
"gonna","say",2
"good","advic",2
"good","amount",2
"good","book",2
"good","boy",2
"good","burp",2
"good","caus",2
"good","come",2
"good","deal",2
"good","die",2
"good","doctor",2
"good","either",2
"good","enough",2
"good","even",2
"good","everyth",2
"good","eye",2
"good","first",2
"good","follow",2
"good","fortun",2
"good","grade",2
"good","hear",2
"good","hey",2
"good","like",2
"good","make",2
"good","night",2
"good","ol",2
"good","peopl",2
"good","place",2
"good","play",2
"good","see",2
"good","shake",2
"good","show",2
"good","sourc",2
"good","stori",2
"good","think",2
"good","valu",2
"good","weekend",2
"googl","drive",2
"gop","primari",2
"got","anoth",2
"got","back",2
"got","best",2
"got","big",2
"got","call",2
"got","christma",2
"got","colleg",2
"got","good",2
"got","idea",2
"got","job",2
"got","lot",2
"got","marri",2
"got","point",2
"got","right",2
"got","sever",2
"got","think",2
"got","vote",2
"got","way",2
"got","work",2
"gotta","admit",2
"gotta","keep",2
"gotten","point",2
"gov","chris",2
"gov","john",2
"gov","mcdonnel",2
"govern","also",2
"govern","program",2
"governor","bob",2
"governor’","offic",2
"grab","attent",2
"grace","god",2
"grade","classroom",2
"grade","said",2
"graduat","high",2
"graduat","school",2
"graft","year",2
"grameen","foundat",2
"grammi","award",2
"grandedream","goodnight",2
"graphic","design",2
"grass","feel",2
"gray","matter",2
"great","american",2
"great","busi",2
"great","can",2
"great","guy",2
"great","lake",2
"great","learn",2
"great","love",2
"great","new",2
"great","night",2
"great","outdoor",2
"great","perform",2
"great","product",2
"great","show",2
"great","thing",2
"great","us",2
"greater","cleveland",2
"greatest","challeng",2
"green","paint",2
"green","tea",2
"ground","floor",2
"group","now",2
"group","plan",2
"group","seem",2
"grow","like",2
"grow","live",2
"grow","one",2
"grow","thing",2
"grown","man",2
"growth","recess",2
"guardian","conserv",2
"guess","im",2
"guess","sinc",2
"guilt","free",2
"gunshot","wound",2
"guy","can",2
"guy","cant",2
"guy","just",2
"guy","love",2
"guy","posit",2
"guy","realli",2
"guy","still",2
"haha","im",2
"haha","p",2
"haha","well",2
"hair","clip",2
"half","book",2
"half","day",2
"half","hour",2
"half","life",2
"half","summer",2
"half","way",2
"half","year",2
"hall","fame",2
"hallow","ground",2
"hand","check",2
"hand","goal",2
"hand","grenad",2
"hand","make",2
"hand","move",2
"hand","never",2
"hand","number",2
"hand","one",2
"handl","new",2
"handsom","one",2
"hannah","say",2
"happen","day",2
"happen","go",2
"happen","just",2
"happen","now",2
"happi","back",2
"happi","bday",2
"happi","dog",2
"happi","easter",2
"happi","report",2
"happi","think",2
"haqqani","network",2
"hard","believ",2
"hard","boil",2
"hard","one",2
"hard","see",2
"hard","tell",2
"harford","counti",2
"harri","potter",2
"harri","reid",2
"harvard","medic",2
"hate","peopl",2
"hate","veget",2
"hatin","im",2
"haven’t","seen",2
"havent","done",2
"havent","post",2
"havent","receiv",2
"havent","seen",2
"havent","talk",2
"havent","time",2
"hawthorn","high",2
"hayden","road",2
"head","’m",2
"head","“",2
"head","chicago",2
"head","come",2
"head","count",2
"head","first",2
"head","injuri",2
"head","phone",2
"head","side",2
"head","toward",2
"head","wish",2
"heal","soon",2
"health","affair",2
"health","clinic",2
"health","human",2
"health","law",2
"healthcar","system",2
"healthi","now",2
"hear","new",2
"hear","see",2
"hear","thunder",2
"hear","voic",2
"heard","ill",2
"heart","–",2
"heart","just",2
"heart","race",2
"heart","rate",2
"heavi","duti",2
"hedg","fund",2
"heheh","oh",2
"held","respons",2
"hell","cant",2
"hell","get",2
"hell","time",2
"help","countri",2
"help","creat",2
"help","famili",2
"help","find",2
"help","get",2
"help","keep",2
"help","poor",2
"help","put",2
"help","rais",2
"help","reliev",2
"help","remov",2
"help","save",2
"help","team",2
"here","anoth",2
"herebi","refer",2
"herman","cain",2
"hes","come",2
"hes","done",2
"hes","even",2
"hes","never",2
"hes","realli",2
"hey","buddi",2
"hey","day",2
"hey","doug",2
"hey","hey",2
"hey","thank",2
"hide","closet",2
"high","definit",2
"high","recommend",2
"high","social",2
"high","street",2
"higher","fare",2
"higher","risk",2
"highest","rank",2
"highland","park",2
"hill","may",2
"hillari","rosen",2
"hire","someon",2
"histor","district",2
"histor","site",2
"histori","book",2
"hit","game",2
"hit","go",2
"hit","key",2
"hit","said",2
"hit","shelv",2
"hit","spot",2
"hit","three",2
"hit","two",2
"hold","arm",2
"hold","pattern",2
"hold","togeth",2
"holder","linden",2
"hole","floor",2
"holmgren","said",2
"home","final",2
"home","four",2
"home","improv",2
"home","invas",2
"home","just",2
"home","know",2
"home","look",2
"home","made",2
"home","one",2
"home","open",2
"home","owner",2
"home","pm",2
"home","sinc",2
"home","soon",2
"home","start",2
"home","style",2
"home","that",2
"home","two",2
"home","watch",2
